origin,intersect_forest,touch_forest,contain_forest,overlap_forest,distance_forest,intersect_grassland,touch_grassland,contain_grassland,overlap_grassland,distance_grassland,intersect_industry,touch_industry,contain_industry,overlap_industry,distance_industry,intersect_lake,touch_lake,contain_lake,overlap_lake,distance_lake,intersect_residential,touch_residential,contain_residential,overlap_residential,distance_residential,intersect_river,touch_river,contain_river,overlap_river,distance_river
SeaLake_2744.tif,0,0,0,0,0.0120313857205339,0,0,0,0,0.1546187058105718,0,0,0,0,0.0510922410361838,0,0,0,0,0.010164131857121,0,0,0,0,0.0149467062314885,0,0,0,0,0.3766080955670025
River_157.tif,0,0,0,0,0.0044992519793248,0,0,0,0,0.0440693484155657,0,0,0,0,0.0253535332543045,0,0,0,0,0.1887214039101963,0,0,0,0,0.0125758740057043,0,0,0,0,0.0038042474385273
SeaLake_2789.tif,0,0,0,0,0.0106747615348491,0,0,0,0,0.0192486675000787,0,0,0,0,0.101090371081894,0,0,0,0,0.3796834898011726,0,0,0,0,0.0461079984476134,0,0,0,0,0.1065435718202019
SeaLake_2985.tif,0,0,0,0,0.0043888658788788,0,0,0,0,0.0037241285265611,0,0,0,0,0.0386361266022741,0,0,0,0,0.2636454378847036,0,0,0,0,0.0342379261493131,0,0,0,0,0.0427052627034433
SeaLake_2259.tif,1,0,0,1,0.0,0,0,0,0,0.1641682565221753,0,0,0,0,0.0796227452064122,0,0,0,0,0.0162301770159751,0,0,0,0,0.0292751639011636,0,0,0,0,0.1241135403257671
SeaLake_78.tif,0,0,0,0,0.0012573928215933,0,0,0,0,0.1517827241813517,0,0,0,0,0.1458003404511567,0,0,0,0,0.0410915091785934,0,0,0,0,0.1168539145348626,0,0,0,0,0.0716999879164438
River_2237.tif,0,0,0,0,0.0251628051509887,0,0,0,0,0.1606601104106814,0,0,0,0,0.0563034217543608,0,0,0,0,0.2794488589883144,0,0,0,0,0.0201456709202113,0,0,0,0,0.1519589262176895
SeaLake_719.tif,0,0,0,0,0.0826633832972959,0,0,0,0,0.1273457071003512,0,0,0,0,0.0171893027297674,0,0,0,0,0.110802308804317,0,0,0,0,0.0243131394246601,0,0,0,0,0.0522603660157067
River_2230.tif,1,0,0,1,0.0,0,0,0,0,0.0593418356650159,0,0,0,0,0.0070849209034305,0,0,0,0,0.0868939734649203,0,0,0,0,0.0300641088248331,0,0,0,0,0.060410023265642
River_1460.tif,0,0,0,0,0.000526094383556,0,0,0,0,0.0372487425123067,0,0,0,0,0.0012553430245278,0,0,0,0,0.0979522674495324,0,0,0,0,0.0231239283562985,0,0,0,0,0.0071242672034642
River_158.tif,0,0,0,0,0.035826706005704,0,0,0,0,0.0625932211161967,0,0,0,0,0.043214739476606,0,0,0,0,0.0686100110080125,0,0,0,0,0.0382723216627962,0,0,0,0,0.0262722827482752
SeaLake_2352.tif,0,0,0,0,0.0241392581834811,0,0,0,0,0.0572547296915415,0,0,0,0,0.0509940857109071,0,0,0,0,0.0276313788783329,0,0,0,0,0.0227833933145702,0,0,0,0,0.2648562398095436
River_29.tif,0,0,0,0,0.0025528412664755,0,0,0,0,0.0026775877573964,0,0,0,0,0.0293660519428284,0,0,0,0,0.0777261648321308,0,0,0,0,0.0098781888016973,0,0,0,0,0.0223681579102103
SeaLake_1149.tif,0,0,0,0,0.1275348062631047,0,0,0,0,0.0587329669709554,0,0,0,0,0.0303185312407044,0,0,0,0,0.5597100579023212,0,0,0,0,0.033458038684008,0,0,0,0,0.1435874844642262
SeaLake_2616.tif,0,0,0,0,0.0242749257316188,0,0,0,0,0.0061045889292374,0,0,0,0,0.0666349326832534,0,0,0,0,0.1701084251231651,0,0,0,0,0.0014770895565442,0,0,0,0,0.0278016851391239
Residential_2891.tif,0,0,0,0,0.0070908115543318,0,0,0,0,0.0207556088569428,0,0,0,0,0.0117908581855738,0,0,0,0,0.027919734949934,0,0,0,0,0.0208559351655256,0,0,0,0,0.0162669706455102
Forest_2977.tif,0,0,0,0,0.0079772401740435,0,0,0,0,0.0311535754413569,0,0,0,0,0.0215354065240051,0,0,0,0,0.1481305964818876,0,0,0,0,0.0118281033101622,0,0,0,0,0.0759605891923594
HerbaceousVegetation_2391.tif,0,0,0,0,4.820640907913807,0,0,0,0,4.831820333686704,0,0,0,0,4.813364414467091,0,0,0,0,4.892844736303271,0,0,0,0,4.807100082069195,0,0,0,0,11.60919619513939
Forest_2845.tif,0,0,0,0,0.0662360550433808,0,0,0,0,0.101145546240436,0,0,0,0,0.1317460392239084,0,0,0,0,0.0819975882403852,0,0,0,0,0.0511678691587179,0,0,0,0,0.1065028236841899
Residential_236.tif,0,0,0,0,0.0143642068237707,0,0,0,0,0.0179063644825405,0,0,0,0,0.0132581907659004,0,0,0,0,0.0569971429137442,1,0,0,0,0.0,0,0,0,0,0.089564540447438
Industrial_711.tif,0,0,0,0,9.2234664291634e-05,0,0,0,0,0.0560850665200706,0,0,0,0,0.0131211377018923,0,0,0,0,0.1550156666389547,1,0,0,1,0.0,0,0,0,0,0.0326685493606277
Residential_96.tif,0,0,0,0,0.0009738933960817,0,0,0,0,0.0241626935152601,0,0,0,0,0.0141430634191334,0,0,0,0,0.0772208672024723,0,0,0,0,0.0073926441210674,0,0,0,0,0.2122949446248038
HerbaceousVegetation_2653.tif,0,0,0,0,0.0373376977537947,0,0,0,0,0.1889181079975251,0,0,0,0,0.0250697393809508,0,0,0,0,0.1947206789395151,0,0,0,0,0.1027753059993012,0,0,0,0,0.0562006590742038
Forest_1218.tif,0,0,0,0,0.0131363729880804,0,0,0,0,0.015909897487005,0,0,0,0,0.0506579990593965,0,0,0,0,0.1961547377731066,0,0,0,0,0.0476955951689456,0,0,0,0,0.0337517763776165
Forest_1958.tif,0,0,0,0,0.0087357827323733,0,0,0,0,0.0382574493030102,0,0,0,0,0.0278715824225189,0,0,0,0,0.1519385744685626,0,0,0,0,0.0055546113113215,0,0,0,0,0.016134963470321
Industrial_169.tif,0,0,0,0,0.0020143172704662,0,0,0,0,0.0519386215995755,1,0,0,1,0.0,0,0,0,0,0.2458797524742816,1,0,0,1,0.0,0,0,0,0,0.0093550474905219
Industrial_249.tif,0,0,0,0,0.0832411630439646,0,0,0,0,0.0600111240758605,0,0,0,0,0.0022373995686666,0,0,0,0,0.1449680063860246,0,0,0,0,0.0044653705178016,0,0,0,0,0.0997705903091513
Forest_1840.tif,0,0,0,0,0.0181679619340481,0,0,0,0,0.028803736570088,0,0,0,0,0.0331866319102282,0,0,0,0,0.4782156471802924,0,0,0,0,0.039645447445206,0,0,0,0,0.0286048142178497
Highway_87.tif,0,0,0,0,0.0147405422738321,0,0,0,0,0.0623164340663899,0,0,0,0,0.0274190727983738,0,0,0,0,0.0463435312944084,0,0,0,0,0.0395897289588343,0,0,0,0,0.0926320187788754
Highway_2260.tif,0,0,0,0,0.0013483996651732,0,0,0,0,0.1703343120520895,0,0,0,0,0.0177673039430206,0,0,0,0,0.064934961258923,0,0,0,0,0.0045436118977059,0,0,0,0,0.2926676517315059
Highway_857.tif,0,0,0,0,0.0471652489140365,0,0,0,0,0.1612624752177338,0,0,0,0,0.0357869959164491,0,0,0,0,0.0539405344856104,0,0,0,0,0.02990953625518,0,0,0,0,0.0826184389716161
Industrial_340.tif,0,0,0,0,0.0085288995718794,0,0,0,0,0.137953149297524,2,0,0,2,0.0,0,0,0,0,0.0697675641725278,2,0,0,2,0.0,0,0,0,0,0.0329484053875157
Industrial_110.tif,0,0,0,0,0.0023150395923703,0,0,0,0,0.0210723707189512,0,0,0,0,0.0570549350449566,0,0,0,0,0.0377944802105051,0,0,0,0,0.0125926122915605,0,0,0,0,0.1282566385927835
Highway_167.tif,0,0,0,0,0.0260433886802163,0,0,0,0,0.0213860138363805,0,0,0,0,0.0132557296970408,0,0,0,0,0.0399551709920113,0,0,0,0,0.0017360412203794,0,0,0,0,0.0381146697134732
Forest_1464.tif,0,0,0,0,0.0047369614637154,0,0,0,0,0.0353555527209376,0,0,0,0,0.0817409532351008,0,0,0,0,0.1080427028278416,0,0,0,0,0.0085689121722973,0,0,0,0,0.0297584354614209
Highway_2126.tif,0,0,0,0,0.0271230741272299,0,0,0,0,0.0475894472167919,0,0,0,0,0.0402641899361592,0,0,0,0,0.1375708629745404,0,0,0,0,0.0218663161308216,0,0,0,0,0.1220391944740423
HerbaceousVegetation_1283.tif,0,0,0,0,0.0134674596111927,0,0,0,0,0.2705525793900031,0,0,0,0,0.0491918533718986,0,0,0,0,0.2092095121112768,0,0,0,0,0.0425675695306457,0,0,0,0,0.0074845662046159
Forest_2847.tif,0,0,0,0,0.0132822876967467,0,0,0,0,0.0052501364710748,0,0,0,0,0.0527834248120767,0,0,0,0,0.1172669055762814,0,0,0,0,0.0315910044786087,0,0,0,0,0.1345947788740445
Industrial_766.tif,1,0,0,1,0.0,0,0,0,0,0.0012354504126078,1,0,0,1,0.0,0,0,0,0,0.0740988817555186,0,0,0,0,0.0036898334907266,0,0,0,0,0.1577451695579399
Industrial_354.tif,2,0,0,2,0.0,0,0,0,0,0.0245089235970313,0,0,0,0,0.0051564086610577,0,0,0,0,0.060852283049462,0,0,0,0,0.0162336139511407,0,0,0,0,0.0063447202052921
Forest_801.tif,0,0,0,0,0.0151217711465659,0,0,0,0,0.0005217614566995,0,0,0,0,0.0090433225602515,0,0,0,0,0.1187277551098172,0,0,0,0,0.0084446003508861,0,0,0,0,0.0027899561402625
HerbaceousVegetation_2874.tif,0,0,0,0,0.0010747900435397,0,0,0,0,0.1257084504028893,0,0,0,0,0.3130095308052612,0,0,0,0,0.0720634581582872,0,0,0,0,0.1991336670877319,0,0,0,0,0.0574169096325874
HerbaceousVegetation_1810.tif,0,0,0,0,0.2726117122412863,0,0,0,0,0.226715746814668,0,0,0,0,0.0605474188938832,0,0,0,0,0.0821830685610386,0,0,0,0,0.0316465922666337,0,0,0,0,0.0687351441308362
HerbaceousVegetation_356.tif,0,0,0,0,0.0863637508485886,0,0,0,0,0.0076817527469404,0,0,0,0,0.1121409932508224,0,0,0,0,0.0777834096063477,0,0,0,0,0.0896138946935394,0,0,0,0,0.0810179307327892
Forest_383.tif,0,0,0,0,0.0082119933128236,0,0,0,0,0.023416925245886,0,0,0,0,0.0218563587705109,0,0,0,0,0.1474117761851568,0,0,0,0,0.0214385322997815,0,0,0,0,0.0723746525999493
Industrial_310.tif,0,0,0,0,0.0227893090906259,0,0,0,0,0.0332963334566923,1,0,0,1,0.0,0,0,0,0,0.0318229804636608,0,0,0,0,0.0154968230107487,0,0,0,0,0.0300390870950797
Residential_2878.tif,0,0,0,0,0.0029408273240369,0,0,0,0,0.0643995340570871,0,0,0,0,0.0057191441733233,0,0,0,0,0.2516201700781085,0,0,0,0,0.0036531105974868,0,0,0,0,0.0239887131745678
HerbaceousVegetation_1708.tif,0,0,0,0,0.0358441757859988,0,0,0,0,0.2254330278312405,0,0,0,0,0.1277603835861847,0,0,0,0,0.2499319015599469,0,0,0,0,0.1139225118770703,0,0,0,0,0.0804912807244075
HerbaceousVegetation_2563.tif,0,0,0,0,0.1425083393598305,0,0,0,0,0.0874328747036044,0,0,0,0,0.0861327867816156,0,0,0,0,2.2829806961293704,0,0,0,0,0.0124187611646286,0,0,0,0,0.0900481736433607
Highway_974.tif,3,0,1,2,0.0,0,0,0,0,0.0969885519088658,0,0,0,0,0.047711488822238,0,0,0,0,0.1473836742143938,0,0,0,0,0.0060341312638398,0,0,0,0,0.0066975801114074
HerbaceousVegetation_339.tif,0,0,0,0,0.044168532279472,0,0,0,0,0.0056004510648831,0,0,0,0,0.1514189142379695,0,0,0,0,0.3081415293290985,0,0,0,0,0.021625728680026,1,0,0,1,0.0
Industrial_1127.tif,0,0,0,0,0.012323932959638,0,0,0,0,0.0059718621902127,1,0,0,1,0.0,0,0,0,0,0.0699583777735653,0,0,0,0,0.0225682188656512,0,0,0,0,0.0309014595785254
Industrial_1590.tif,0,0,0,0,0.0048444185028448,0,0,0,0,0.0047168312740206,0,0,0,0,0.0086303283409345,0,0,0,0,0.0404138370271076,0,0,0,0,0.0006580282214986,0,0,0,0,0.0110777892119102
Residential_1241.tif,0,0,0,0,0.0315617634482463,0,0,0,0,0.1619280504890379,0,0,0,0,0.001527020509817,0,0,0,0,0.011808897196237,0,0,0,0,0.0115743261792553,0,0,0,0,8.366388960195626e-05
Forest_712.tif,0,0,0,0,0.0098501685466582,0,0,0,0,0.079672995921585,0,0,0,0,0.0600054741657325,0,0,0,0,0.0755688302631853,0,0,0,0,0.0091704177340066,0,0,0,0,0.0180916082682714
HerbaceousVegetation_1991.tif,0,0,0,0,0.0133974542899505,0,0,0,0,0.0098356331003312,0,0,0,0,0.0072995044677579,0,0,0,0,0.1053404890410495,0,0,0,0,0.007142122599577,0,0,0,0,0.3413974109515152
Residential_2148.tif,0,0,0,0,0.0177139702547226,0,0,0,0,0.1877985349753404,0,0,0,0,0.0527981608859916,0,0,0,0,0.1780897038786159,0,0,0,0,0.054856315924432,0,0,0,0,0.0861761972808029
Industrial_1493.tif,0,0,0,0,0.0168339309972432,0,0,0,0,0.0034272534511915,1,0,0,1,0.0,0,0,0,0,0.0622895724327415,0,0,0,0,0.0163751178824689,0,0,0,0,0.1141353759923848
Industrial_947.tif,0,0,0,0,0.0047767223594463,0,0,0,0,0.3230297279821273,0,0,0,0,0.1906068614942767,0,0,0,0,0.1546460593700028,0,0,0,0,0.0065439260969075,0,0,0,0,0.0478397664613343
Forest_1333.tif,0,0,0,0,0.0240493528926074,0,0,0,0,0.2436205561529016,0,0,0,0,0.1541151556966663,0,0,0,0,0.0663246987886957,0,0,0,0,0.1309667449908025,0,0,0,0,0.0687773709726471
Industrial_1290.tif,0,0,0,0,0.0013849320981157,0,0,0,0,0.0344308837031381,0,0,0,0,0.001005693195922,0,0,0,0,0.1103723397207052,1,0,0,1,0.0,0,0,0,0,0.0228458154300012
Industrial_1619.tif,1,0,1,0,0.0,0,0,0,0,0.0478991417163514,1,0,0,1,0.0,0,0,0,0,0.206042666885335,1,0,0,0,0.0,0,0,0,0,0.0063049266558303
Forest_250.tif,0,0,0,0,0.0713346943831487,0,0,0,0,0.0030829248619203,0,0,0,0,0.0178582415932359,0,0,0,0,0.1178167147989998,0,0,0,0,0.0094947494969897,0,0,0,0,0.1197623002000152
Highway_1954.tif,0,0,0,0,0.0298354036296675,0,0,0,0,0.0587657601427048,0,0,0,0,0.0256936175403936,0,0,0,0,0.1924136841059881,0,0,0,0,0.0481054316202951,0,0,0,0,0.0259855925203778
HerbaceousVegetation_609.tif,0,0,0,0,0.232637481018548,0,0,0,0,0.2419170420943018,0,0,0,0,0.0987916253742508,0,0,0,0,0.127366777974503,0,0,0,0,0.0155770176288357,0,0,0,0,0.1355909932658208
HerbaceousVegetation_1213.tif,0,0,0,0,0.2932344672658427,0,0,0,0,0.3452039030181604,0,0,0,0,0.005597222156696,0,0,0,0,0.0478394910230745,0,0,0,0,0.0155927047866066,0,0,0,0,0.1656430579298694
Highway_1477.tif,0,0,0,0,0.0075223853050679,0,0,0,0,0.026331298578602,0,0,0,0,0.0122665760794762,0,0,0,0,0.061615195538222,0,0,0,0,0.0134934876850338,0,0,0,0,0.0657970719180595
HerbaceousVegetation_1723.tif,0,0,0,0,0.0439532852194621,0,0,0,0,0.0362303321608218,0,0,0,0,0.028670551096097,0,0,0,0,0.0395019977705823,0,0,0,0,0.0057873306346223,0,0,0,0,0.0425435579793602
Forest_42.tif,0,0,0,0,0.0301101929669672,0,0,0,0,0.0565246621679134,0,0,0,0,0.0545566430184748,0,0,0,0,0.3923563391093329,0,0,0,0,0.0543969631347137,0,0,0,0,0.0290864505861175
HerbaceousVegetation_2265.tif,0,0,0,0,0.0216782656298963,0,0,0,0,0.0595621730871447,0,0,0,0,0.0647505036115023,0,0,0,0,0.4704521772247295,0,0,0,0,0.0062850079917146,0,0,0,0,0.0528879085191336
Highway_2356.tif,0,0,0,0,0.0001855184434426,0,0,0,0,0.2140761518059645,0,0,0,0,0.0411204894874538,0,0,0,0,0.2268071424505048,0,0,0,0,0.0805854556278199,0,0,0,0,0.1420114262540766
Forest_2374.tif,0,0,0,0,0.015273689519239,0,0,0,0,0.167218079600763,0,0,0,0,0.0502970760176139,0,0,0,0,0.2271072066273046,0,0,0,0,0.0401976069142852,0,0,0,0,0.0524965188579173
Forest_1405.tif,0,0,0,0,0.0338498273814966,0,0,0,0,0.0354065804310576,0,0,0,0,0.0743667538971315,0,0,0,0,0.0927504613449289,0,0,0,0,0.0563415431382375,0,0,0,0,0.1401362986918506
Highway_876.tif,1,0,0,1,0.0,0,0,0,0,0.0287995410476272,0,0,0,0,0.0258793337361285,0,0,0,0,0.2114363073498256,0,0,0,0,0.0134711711080759,0,0,0,0,0.2846121827583201
Residential_2417.tif,0,0,0,0,0.0094379305756516,0,0,0,0,0.0911088590418902,0,0,0,0,0.0065689514902598,0,0,0,0,0.028265345460594,0,0,0,0,0.0073209464530245,0,0,0,0,0.0210166818569705
Industrial_1360.tif,4,0,1,3,0.0,0,0,0,0,0.0282553071056809,0,0,0,0,0.0033347363572296,0,0,0,0,0.028442636149868,0,0,0,0,0.0092322668200662,0,0,0,0,0.0917468335279493
Forest_1967.tif,0,0,0,0,0.0338492291980304,0,0,0,0,0.0401880150415407,0,0,0,0,0.029515130650303,0,0,0,0,0.0905093430614997,0,0,0,0,0.021992761976851,0,0,0,0,0.1251540853434133
Forest_1410.tif,0,0,0,0,0.0123978565006734,0,0,0,0,0.2214776810663559,0,0,0,0,0.1457302287467519,0,0,0,0,0.3127603659395229,0,0,0,0,0.0398111766294718,0,0,0,0,0.1275503072416683
Industrial_1020.tif,0,0,0,0,0.074386800553559,0,0,0,0,0.2815790627992574,1,0,0,1,0.0,0,0,0,0,0.1912398946498523,0,0,0,0,0.0330365138478088,0,0,0,0,0.1000873905365827
Residential_2077.tif,0,0,0,0,0.0163203195756854,0,0,0,0,0.0450109332150802,0,0,0,0,0.0053030847172789,0,0,0,0,0.1172641558553233,0,0,0,0,0.0216599493363068,0,0,0,0,0.0426865441878305
Forest_2736.tif,0,0,0,0,0.3609212050361896,0,0,0,0,0.1953393200895265,0,0,0,0,0.2098211410499832,0,0,0,0,0.6879389132717215,0,0,0,0,0.2802531902724456,0,0,0,0,0.018055282991704
HerbaceousVegetation_1309.tif,0,0,0,0,0.0431645799571512,0,0,0,0,0.2115960163122097,0,0,0,0,0.0747126949306955,0,0,0,0,0.2391668583947177,0,0,0,0,0.0658991419784402,0,0,0,0,0.0544257162099159
Industrial_289.tif,0,0,0,0,0.006395611000748,0,0,0,0,0.0371099309660274,0,0,0,0,0.0028098428929569,0,0,0,0,0.0870135114297266,1,0,0,1,0.0,0,0,0,0,0.0762013886152585
Forest_26.tif,0,0,0,0,0.0222872563411578,0,0,0,0,0.0579972136865754,0,0,0,0,0.0416200777045073,0,0,0,0,0.1230072249801937,0,0,0,0,0.0257680794514701,0,0,0,0,0.0411957558880465
Residential_2545.tif,0,0,0,0,0.0076134619259312,0,0,0,0,0.0356768842253212,0,0,0,0,0.0023997489877478,0,0,0,0,0.146084376244384,1,0,0,1,0.0,0,0,0,0,0.1394604988344138
Forest_1620.tif,0,0,0,0,0.0062981161515318,0,0,0,0,0.0041924034221331,0,0,0,0,0.0199982626073746,0,0,0,0,0.1485270826037242,0,0,0,0,0.0076065288875696,0,0,0,0,0.0129771751932399
Residential_491.tif,0,0,0,0,0.0104905393118999,0,0,0,0,0.0086781164356695,0,0,0,0,0.0025492891624466,0,0,0,0,0.068676509712963,0,0,0,0,0.0017682586979807,0,0,0,0,0.0086242737407984
River_436.tif,0,0,0,0,0.0137550594158757,0,0,0,0,0.0367668551525245,0,0,0,0,0.0325585293122127,0,0,0,0,0.0292308428553211,0,0,0,0,0.0100633022088608,1,0,0,1,0.0
SeaLake_1893.tif,0,0,0,0,0.0122991022022283,0,0,0,0,0.0597194226535219,0,0,0,0,0.0389984801447104,0,0,0,0,0.2389422400558345,0,0,0,0,0.0726450390509153,0,0,0,0,0.1231505499224938
SeaLake_2236.tif,0,0,0,0,0.0100928155565268,0,0,0,0,0.0881908269894317,0,0,0,0,0.0835055437344122,0,0,0,0,0.0653745838572555,0,0,0,0,0.0439574143448849,0,0,0,0,0.1311273926412091
SeaLake_1337.tif,0,0,0,0,0.0499154970756446,0,0,0,0,0.2871094753968351,0,0,0,0,0.1658844531886579,0,0,0,0,0.1471642145154751,0,0,0,0,0.0281523159564938,0,0,0,0,0.1212257104762659
River_1218.tif,0,0,0,0,0.0004775889149311,0,0,0,0,0.0474212647969787,0,0,0,0,0.0327604297046544,0,0,0,0,0.1386350269822517,0,0,0,0,0.0065106607544156,0,0,0,0,0.0327134606624195
River_835.tif,0,0,0,0,0.0001588467710625,0,0,0,0,0.0191979427731225,0,0,0,0,0.0254282930826926,0,0,0,0,0.1082455576062534,0,0,0,0,0.0024723288504114,0,0,0,0,0.0712032747954706
SeaLake_656.tif,0,0,0,0,0.0010954351869583,0,0,0,0,0.0666728476236143,0,0,0,0,0.126191963640661,0,0,0,0,0.2586709671656834,0,0,0,0,0.0400920199314376,0,0,0,0,0.0790550082917414
SeaLake_236.tif,0,0,0,0,0.0099480329928138,0,0,0,0,0.1622997884102665,0,0,0,0,0.0191071538047688,0,0,0,0,0.0148737825682148,0,0,0,0,0.0017644356682469,0,0,0,0,0.1032857210613434
SeaLake_1888.tif,0,0,0,0,0.0878173114461315,0,0,0,0,0.1083778853261839,0,0,0,0,0.0282794660320907,0,0,0,0,0.1224867933699543,0,0,0,0,0.0236162744946674,0,0,0,0,0.0673696102142693
River_2206.tif,0,0,0,0,0.0055779607680047,0,0,0,0,0.8514961026388994,0,0,0,0,0.0140283152166773,0,0,0,0,0.0059335493250805,0,0,0,0,0.0026056710601061,0,0,0,0,0.0886615664235227
River_1531.tif,1,0,0,1,0.0,0,0,0,0,0.0286831466394855,0,0,0,0,0.0011876682767281,0,0,0,0,0.0786812993696577,0,0,0,0,0.0040431701977276,0,0,0,0,0.053746809396687
SeaLake_555.tif,0,0,0,0,0.0105133514514859,0,0,0,0,0.0647465673594556,0,0,0,0,0.0578173459417008,0,0,0,0,0.0987927170494428,0,0,0,0,0.0114289696318191,0,0,0,0,0.0724098258508925
River_2428.tif,0,0,0,0,0.0003830371695007,0,0,0,0,0.0263028562254273,0,0,0,0,0.0059289453301763,0,0,0,0,0.0728163353287363,0,0,0,0,0.0013494860581803,1,0,0,1,0.0
River_951.tif,0,0,0,0,0.0190720400537166,0,0,0,0,0.0190527673348408,0,0,0,0,0.0053781705579271,0,0,0,0,0.2057363912717941,0,0,0,0,0.0039296775036832,0,0,0,0,0.0135984919484619
SeaLake_2822.tif,0,0,0,0,0.0026805523895708,0,0,0,0,0.1243298051447711,0,0,0,0,0.0374829281706542,0,0,0,0,0.1991214223629011,0,0,0,0,0.0451678258606283,0,0,0,0,0.1545584027080482
SeaLake_576.tif,0,0,0,0,0.000906323486473,0,0,0,0,0.0508402237094052,0,0,0,0,0.0398218906590326,0,0,0,0,0.1998092435841033,0,0,0,0,0.0065234204589085,0,0,0,0,0.190534057253386
SeaLake_2192.tif,0,0,0,0,0.0104185147711498,0,0,0,0,0.0593559604772413,0,0,0,0,0.062805454277586,0,0,0,0,0.2201168518855392,0,0,0,0,0.019662452144167,0,0,0,0,0.0378211367648204
River_970.tif,0,0,0,0,0.002846180629378,0,0,0,0,0.0123292751824769,0,0,0,0,0.0321848627010427,0,0,0,0,0.0383979270008422,0,0,0,0,0.0338337489922481,1,0,0,1,0.0
River_2195.tif,1,0,0,1,0.0,0,0,0,0,0.0344949225301349,0,0,0,0,0.0426206528518946,0,0,0,0,0.1943286797210349,0,0,0,0,0.0469636287216766,0,0,0,0,0.0097419774499433
River_2466.tif,0,0,0,0,0.0041452462474265,0,0,0,0,0.0221912781370877,0,0,0,0,0.0203617263912783,0,0,0,0,0.2182439058064441,0,0,0,0,0.0130792224761677,0,0,0,0,0.0272012346271755
River_1155.tif,1,0,0,1,0.0,1,0,0,1,0.0,0,0,0,0,0.0275815632117399,0,0,0,0,0.0349075420972453,0,0,0,0,0.008879553156339,1,0,0,1,0.0
SeaLake_2591.tif,1,0,0,1,0.0,0,0,0,0,0.0160185321815727,0,0,0,0,0.2092391705769476,0,0,0,0,0.0296544073159546,0,0,0,0,0.0142770571909707,0,0,0,0,0.2133281863021013
River_105.tif,0,0,0,0,0.0278338759665919,0,0,0,0,0.0046800593015988,0,0,0,0,0.0175513819821508,0,0,0,0,0.4138284752351113,0,0,0,0,0.023826004202475,0,0,0,0,0.0023159019590743
SeaLake_1722.tif,0,0,0,0,0.0233002851536037,0,0,0,0,0.1572745300794534,0,0,0,0,0.0736553016206766,0,0,0,0,0.1767337137186524,0,0,0,0,0.0262143841491879,0,0,0,0,0.0873001233398961
Highway_1509.tif,0,0,0,0,0.0023879012670114,0,0,0,0,0.032682838241913,0,0,0,0,0.0225489650968342,0,0,0,0,0.0302457158873049,0,0,0,0,0.0163943524799977,1,0,0,1,0.0
Highway_2100.tif,1,0,0,1,0.0,0,0,0,0,0.1395237253307143,0,0,0,0,0.0774053455823562,0,0,0,0,0.0078985660423956,0,0,0,0,0.0032742557562846,0,0,0,0,0.0527201073941894
Industrial_1130.tif,0,0,0,0,0.0210188948363427,0,0,0,0,0.1198323746627438,0,0,0,0,0.0044490392708222,0,0,0,0,0.0192627186561221,0,0,0,0,0.0037734531187769,0,0,0,0,0.0488568994691647
Highway_179.tif,1,0,0,1,0.0,0,0,0,0,0.0098972868846769,1,0,0,1,0.0,0,0,0,0,0.0133248277945065,0,0,0,0,0.0129950843146304,0,0,0,0,0.0737444138671959
Residential_2264.tif,0,0,0,0,0.0120348241296784,0,0,0,0,0.0210920562839544,0,0,0,0,0.0124288799677383,0,0,0,0,0.1242397662542604,7,0,3,4,0.0,0,0,0,0,0.1619643019785983
HerbaceousVegetation_296.tif,0,0,0,0,0.0608115616799531,0,0,0,0,0.0254868716855842,0,0,0,0,0.0145856713466061,0,0,0,0,0.1817278664641421,0,0,0,0,0.0443507464105633,0,0,0,0,0.0510951146084894
Forest_659.tif,0,0,0,0,0.0349350382818667,0,0,0,0,0.0791674428579104,0,0,0,0,0.1728738519923578,0,0,0,0,0.0399600789966052,0,0,0,0,0.1052250222016855,0,0,0,0,0.0356736110172257
Forest_1670.tif,0,0,0,0,0.0304900626031968,0,0,0,0,0.0258210415601483,0,0,0,0,0.0202481344446046,0,0,0,0,0.1343095282742924,0,0,0,0,0.0211393235651397,0,0,0,0,0.1042912188126836
Highway_1059.tif,0,0,0,0,0.0094781945922473,0,0,0,0,0.0451185485139,0,0,0,0,0.0249898878014182,0,0,0,0,0.2200108257590863,0,0,0,0,0.0149293107966661,0,0,0,0,0.0425872463324707
Residential_1070.tif,0,0,0,0,0.0281638607061644,1,0,0,1,0.0,0,0,0,0,0.019669257132137,0,0,0,0,0.1254000630369155,1,0,0,1,0.0,0,0,0,0,0.012043248869038
Industrial_1032.tif,0,0,0,0,0.0015406847221846,0,0,0,0,0.0108116002778942,0,0,0,0,0.0141879978365117,0,0,0,0,0.0087064468366724,0,0,0,0,0.0136353269359064,0,0,0,0,0.0059679319204404
HerbaceousVegetation_2940.tif,0,0,0,0,0.0151186746380637,0,0,0,0,0.2226750778970447,0,0,0,0,0.0577279998719281,0,0,0,0,0.0746441850967509,0,0,0,0,0.0505900392171561,0,0,0,0,0.0735747780833089
Residential_2084.tif,0,0,0,0,0.0542292990781301,0,0,0,0,0.0220944773854928,0,0,0,0,0.013064713586052,0,0,0,0,0.0185402059190082,0,0,0,0,0.0091410684080883,0,0,0,0,0.0108600611367566
